time_sec,torque_Nm
2.6094281673431396,0.0
3.369483470916748,0.05000000074505806
3.9811699390411377,0.15000000596046448
5.085054874420166,0.30000001192092896
5.537632465362549,0.5
6.12137770652771,0.75
6.307416915893555,0.75
6.5191004276275635,0.75
7.066379547119141,0.699999988079071
7.582912921905518,0.75
8.143364906311035,0.8500000238418579
8.685075759887695,1.0
8.906632900238037,1.0
9.102720975875854,1.0
9.633380889892578,0.949999988079071
9.870253562927246,0.949999988079071
10.133835554122925,0.949999988079071
