time_sec,torque_Nm
1.0148463249206543,0.3099108040332794
2.6203978061676025,0.3599108159542084
3.736550807952881,0.3099108040332794
4.673718452453613,0.3599108159542084
5.578839540481567,0.40991082787513733
6.656980276107788,0.4599108397960663
7.620528221130371,0.5099108219146729
8.627293586730957,0.5599108338356018
9.642074823379517,0.6099108457565308
10.70063304901123,0.6599108576774597
11.407962322235107,0.6599108576774597
12.422756910324097,0.7099108695983887
13.518530368804932,0.7599108815193176
14.191693544387817,0.7599108815193176
15.091468095779419,0.8099108934402466
16.038029432296753,0.8599109053611755
17.202422380447388,0.9099109172821045
17.843008756637573,0.9099109172821045
18.722540616989136,0.9599109292030334
20.13172698020935,0.9599109292030334
20.848697900772095,0.9599109292030334
21.233089685440063,0.9599109292030334
21.610241413116455,0.9599109292030334
22.202481746673584,0.9599109292030334
23.580692052841187,0.0
24.462709665298462,0.05000000074505806
25.423863172531128,0.10000000149011612
26.44223713874817,0.15000000596046448
27.455031871795654,0.20000000298023224
28.437458515167236,0.25
29.54855966567993,0.30000001192092896
30.57774066925049,0.3500000238418579
31.57897424697876,0.40000003576278687
32.53878402709961,0.4500000476837158
33.4286162853241,0.5000000596046448
34.405356884002686,0.5500000715255737
35.3391170501709,0.6000000834465027
35.94818902015686,0.6000000834465027
36.8075966835022,0.6500000953674316
37.66577482223511,0.7000001072883606
38.69811820983887,0.7500001192092896
39.238993406295776,0.7500001192092896
39.80026078224182,0.7500001192092896
40.467052936553955,0.7500001192092896
41.17081570625305,0.7500001192092896
